FIN.TRANSACTION DATE,MCH.MERCHANT NAME,FIN.TRANSACTION AMOUNT
29/06/2017,WWW.HEALTHCARECONFEREN,394.20
29/06/2017,CURRYS T/SALES,359.97
29/06/2017,AMAZON UK MARKETPLACE,349.50
29/06/2017,DOUBLETREE,188.18
29/06/2017,AMAZON.CO.UK,144.50
29/06/2017,GWR WEBSALES,127.75
29/06/2017,AMAZON UK MARKETPLACE,89.60
29/06/2017,AMAZON EU,60.00
29/06/2017,HADDENHAM & THAME PARK,54.10
29/06/2017,WILKO RETAIL LIMIT,42.00
29/06/2017,GWR WEBSALES,41.60
29/06/2017,AMAZON.CO.UK,35.82
29/06/2017,SMITH & LOW LTD,33.00
29/06/2017,MARKS&SPENCER PLC,32.55
29/06/2017,PLUMB CENTER CW,27.71
29/06/2017,DSA THEORY TEST,23.00
29/06/2017,GWR WEBSALES,22.00
29/06/2017,COSTA,12.40
29/06/2017,TRAINLINE,3.77
